repo_fullname,commits_count,commits_days_since_first,commits_days_since_last,commits_total_lines_added,commits_total_lines_removed,commits_avg_added,commits_avg_removed,commits_avg_files_changed,commits_avg_message_length,commits_avg_per_day_real,commits_max_per_day,contributors_count,contributors_top_avg_commits,contributors_top_avg_participation_week,contributors_top_avg_additions,contributors_top_avg_deletions,forks_count,forks_avg_per_day,forks_avg_max_per_day,issues_total_comments,issues_count,issues_open,issues_labels,issues_avg_labels,issues_avg_closing_time,issues_avg_comment_time,issues_avg_comments,issues_avg_comment_length,issues_avg_title_length,issues_avg_body_length,issues_avg_per_day,issues_avg_per_day_real,issues_max_per_day,repo_size,repo_topics,repo_branches,repo_age_days,repo_workflows,repo_languages,repo_milestones,repo_watchers,repo_deployments,repo_readme_length,repo_network_members,pulls_count,pulls_total_lines_added,pulls_total_lines_removed,pulls_avg_lines_added,pulls_avg_lines_removed,pulls_avg_closing_time,pulls_avg_comments,pulls_avg_review_comments,pulls_avg_Commits,pulls_avg_body_length,pulls_avg_title_length,pulls_avg_files_changed,pulls_avg_labels,pulls_avg_created_per_day,pulls_avg_created_per_day_real,pulls_max_created_per_day,releases_count,releases_tags,releases_total_downloads,releases_avg_body_length,releases_avg_title_length,releases_avg_assets,releases_avg_assets_downloads,releases_avg_assets_size,stars_count,stars_avg_per_day_real,stars_max_per_day,wf_count,wf_avg_duration,wf_avg_success_duration,wf_avg_failure_duration,wf_avg_successes_per_day,wf_avg_successes_per_day_real,wf_avg_fails_per_day
open-o11y/docs,121,615,447,20608,2335,170,19,4,32,4,15,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,55,113,0,1,1,7436,0,2,615,0,1,0,5,0,87,2,1,169,0,169,0,0,0,0,1,122,53,3,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0
microsoft/ProjectOxford-ClientSDK,65,2340,2078,172780,48194,2658,741,25,61,2,8,8,4,1,1980,1062,649,0,11,318,106,13,79,0,0,0,3,267,44,527,0,1,8,59739,0,1,2340,0,14,0,975,0,464,656,2,23,22,11,11,0,0,0,2,103,19,3,0,0,1,1,9,9,0,629,49,0,0,0,975,2,28,0,0,0,0,0,0,0
microsoft/js-example-fraud-score-basics,10,2442,1996,500,109,50,11,2,42,3,4,2,4,2,54,11,12,0,2,0,1,0,0,0,0,0,0,0,30,0,0,1,1,19,0,1,2442,0,2,0,4,0,6597,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
MicrosoftDocs/azure-docs-sdk-go.de-DE,50,1492,954,2289,790,46,16,2,30,1,4,5,10,6,45,15,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,4,1492,0,1,0,2,0,544,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
LachlanVelden/ExampleGit,126,1289,1285,1315,1107,10,9,2,41,42,52,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,23,10,24,0,1,1,48,0,1,1289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure-Samples/Azure-Maps-AzureAD-Samples,24,900,324,150554,97,6273,4,18,40,2,6,7,2,1,3777,4,4,0,1,4,9,0,0,0,0,0,0,912,40,442,0,1,2,1586,12,2,900,0,4,0,6,0,6641,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,0,0,0,6,1,1,2,0.00114583333333333,0,0.00114583333333333,0,0,0
lolteanu/pycolab-autumn-2021,85,350,96,1627,436,19,5,1,42,9,32,73,1,1,19,5,4,0,1,13,92,2,0,0,0,0,0,14,20,0,0,9,36,130,0,4,350,1,1,0,0,0,1231,4,2,1,1,0,0,0,0,0,1,0,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0139207175925926,0.0125925925925926,0.001328125,0,16,0
microsoft/dotnet-framework-docker,943,1994,5,242519,80971,257,86,11,70,3,18,0,0,0,0,0,298,0,3,1340,886,12,658,0,0,0,1,405,48,971,0,1,8,2302,0,3,1995,0,5,0,535,0,4729,300,1,30,0,30,0,0,0,0,1,102,26,2,1,0,1,1,0,0,0,0,0,0,0,0,535,1,7,0,0,0,0,0,0,0
microsoft/dotnet-framework-docker,984,1994,5,243058,81266,247,83,10,69,3,24,19,24,13,243,83,298,0,3,1340,886,12,658,0,0,0,1,405,48,971,0,1,8,2302,0,3,1995,0,5,0,535,0,4729,300,1,30,0,30,0,0,0,0,1,102,26,2,1,0,1,1,0,0,0,0,0,0,0,0,535,1,7,0,0,0,0,0,0,0
Azure/setup-helm,39,907,37,20684,7586,530,195,3,140,1,5,12,2,2,647,243,18,0,1,71,71,6,17,0,0,0,1,115,30,513,0,1,5,29146,0,26,907,5,2,0,51,0,1560,18,5,73844,860,14768,172,0,1,0,2,43,26,25,1,0,1,3,3,3,0,933,27,0,0,0,51,1,2,46,0.045528884863124,0.0289706622383253,0.0165582226247987,0,7,0
sjtu-course/homework,386,517,481,720567,78367,1867,203,22,25,12,46,32,7,2,760,222,2,0,1,0,1,0,0,0,0,0,0,0,20,57,0,1,1,64179,0,1,517,0,12,0,1,0,580,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
sjtu-course/homework,532,517,481,946612,104314,1779,196,24,25,17,58,32,7,2,760,222,2,0,1,0,1,0,0,0,0,0,0,0,20,57,0,1,1,64179,0,1,517,0,12,0,1,0,580,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
MicrosoftDocs/Dynamics-365-Operations.lv-lv,2054,1850,4,3783147,2675464,1842,1303,51,34,4,36,0,0,0,0,0,5,0,2,27,23,0,0,0,0,0,1,37711,35,57,0,1,2,101383,0,8,1850,0,1,0,3,0,379,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
MicrosoftDocs/Dynamics-365-Operations.lv-lv,2108,1850,4,3917142,2686566,1858,1274,50,35,4,36,13,72,21,1564,1196,5,0,2,27,23,0,0,0,0,0,1,37711,35,57,0,1,2,101383,0,8,1850,0,1,0,3,0,379,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
Azure-Samples/active-directory-ios-native-nxoauth2-v2,52,2515,905,16156,13749,311,264,10,37,2,7,9,4,1,355,327,7,0,1,11,9,3,0,0,0,0,1,62,39,150,0,1,2,257,0,1,2192,0,2,0,5,0,12698,7,2,3,3,1,1,0,0,0,1,0,20,1,0,0,1,1,1,1,304,0,85,1,304,44439,5,1,1,0,0,0,0,0,0,0
MicrosoftDocs/OfficeDocs-Exchange-Test-pr.fr-fr,282,1422,828,1350447,433687,4789,1538,54,54,7,26,15,6,2,2272,726,14,0,2,60,34,0,0,0,0,0,1,11622,25,10,0,1,4,17290,0,6,1422,0,1,0,2,0,373,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
MicrosoftDocs/OfficeDocs-Exchange-Test-pr.fr-fr,296,1422,828,1365898,433874,4615,1466,53,57,7,26,15,6,2,2272,726,14,0,2,60,34,0,0,0,0,0,1,11622,25,10,0,1,4,17290,0,6,1422,0,1,0,2,0,373,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Vizzuality/living-maps,291,3265,3236,61233,14882,210,51,4,31,26,88,4,29,2,235,94,1,0,1,1,3,1,3,1,0,0,0,69,58,286,0,1,2,12221,0,10,3265,0,2,0,2,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Vizzuality/living-maps,304,3265,3236,80810,23728,266,78,4,31,28,88,4,29,2,235,94,1,0,1,1,3,1,3,1,0,0,0,69,58,286,0,1,2,12221,0,10,3265,0,2,0,2,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
MicrosoftDocs/TeamBlogFeedback,7,1479,1479,734,319,105,46,1,15,7,7,3,2,1,104,45,19,0,1,6,1,1,0,0,0,0,6,126,37,0,0,1,1,14,0,1,1479,0,0,0,11,0,289,22,1,5,0,5,0,0,6,0,1,0,37,1,0,0,1,1,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0
MicrosoftDocs/TeamBlogFeedback,14,1479,1479,1468,638,105,46,1,15,14,14,3,2,1,104,45,19,0,1,6,1,1,0,0,0,0,6,126,37,0,0,1,1,14,0,1,1479,0,0,0,11,0,289,22,1,5,0,5,0,0,6,0,1,0,37,1,0,0,1,1,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0
demun/FrontEndStudy,908,2406,1686,2755356,39770,3035,44,5,20,9,100,23,34,5,4126,2098,121,0,2,2,2,0,0,0,0,0,1,69,42,98,0,1,1,93131,0,5,2406,0,5,0,51,0,1056,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,1,0,0,0,0,0,0,0
MicrosoftDocs/mslearn-migrate-sql-server-relational-data,37,808,529,2814,1272,76,34,1,66,3,7,4,6,2,50,27,6,0,1,8,10,0,0,0,0,0,0,386,33,118,0,1,3,512,0,8,808,0,1,0,6,0,3277,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,222,0,25,1,37,278504,6,1,1,0,0,0,0,0,0,0
oVirt/ovirt-docs,13,3705,3494,80714,23432,6209,1802,71,206,2,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3657,0,1,3430,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
PeterWolf-tw/ESOE-CS101-2016,787,2006,1628,117148,28792,149,37,4,21,10,106,58,11,3,47,13,29,0,10,1,8,6,0,0,0,0,0,13,22,1,0,2,5,2261,0,2,2006,0,1,0,15,0,30,29,6,13142,461,2190,76,0,0,0,2,2,24,27,0,0,1,4,0,0,0,0,0,0,0,0,14,1,3,0,0,0,0,0,0,0
MicrosoftDocs/office-developer-infopath-external-automation-ref-dotnet.ja-JP,11,1325,239,93999,59,8545,5,28,46,1,2,4,2,2,8545,5,2,0,1,2,2,2,0,0,0,0,1,2386,123,29,0,2,2,11143,0,6,1325,0,1,0,2,0,540,2,2,6,4,3,2,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
nuvention-web/BarLift,48,2605,2461,85480,6858,1781,143,6,25,6,24,0,0,0,0,0,0,0,0,11,71,1,47,0,0,0,0,98,28,260,0,2,12,19988,0,3,2610,0,0,9,0,0,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spacetelescope/VO-Directory,88,2608,848,1209829,14268,13748,162,9,86,2,15,2,38,17,15214,139,1,0,1,0,7,2,0,0,0,0,0,0,35,139,0,1,2,11954,1,5,2608,0,11,0,2,0,689,1,1,1,0,1,0,0,0,0,3,50,16,3,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
microsoft/sarif-azuredevops-extension,100,1151,470,6284,5896,63,59,2,25,3,17,1,100,18,116,112,8,0,1,10,3,1,0,0,0,0,3,461,46,674,0,1,1,132,2,1,1143,0,3,0,7,0,2234,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0
PredixDev/ext-interface,42,1858,1086,10287,838,245,20,9,14,1,3,1,22,11,31,22,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,0,2,2347,0,1,0,2,45,2555,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,24,5,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure-Samples/network-dotnet-manage-internet-facing-load-balancers,34,1977,411,58920,20822,1733,612,6,29,1,3,9,3,2,1915,729,3,0,1,0,4,1,1,0,0,0,0,0,32,545,0,1,1,28209,0,2,1985,0,7,0,0,0,2781,3,1,1,1,1,1,0,0,0,1,2183,75,1,1,0,1,1,6,6,323,0,38,0,64,28316131,0,0,0,0,0,0,0,0,0,0
robertotorfe/camada6_roberto,12,271,245,124,83,10,7,4,38,2,4,6,1,1,13,9,3,0,1,0,3,0,0,0,0,0,0,0,28,0,0,1,2,453653,0,64,271,0,0,0,3,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0
microsoft/powerquery-parser,335,1076,2,186703,95289,557,284,12,250,2,15,0,0,0,0,0,18,0,3,110,295,8,25,0,0,0,0,302,32,314,0,1,6,2898,6,1,1076,0,3,0,69,0,3106,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,4,0,0,0,0,0,0,0
Azure/azure-keyvault-cli-extension,25,1416,1303,63469,4175,2539,167,35,41,3,5,4,5,1,1633,187,9,0,1,6,8,2,0,0,0,0,0,118,40,657,0,1,2,332,0,1,1416,0,1,0,2,0,4009,10,1,3,3,3,3,0,0,0,1,22,31,1,0,0,1,1,4,4,65093,76,22,1,16273,284977,2,1,1,0,0,0,0,0,0,0
MicrosoftDocs/EnableXliffTranformGitHub.fr-FR,9,1300,1212,821,211,91,23,2,98,1,2,1,9,6,91,23,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,1300,0,1,0,2,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
microsoft/Partner-Center-DotNet-Samples,83,1283,86,22395,4666,270,56,10,104,2,7,21,1,1,358,50,76,0,3,143,85,24,16,0,0,0,1,380,43,422,0,1,5,374,4,22,1283,0,4,0,62,0,1078,80,3,1180,292,393,97,0,3,0,1,215,36,8,0,0,1,1,17,17,937,0,34,1,55,178892,62,1,2,0,0,0,0,0,0,0
osisoft/OCS-Docs,7214,1275,9,5592208,5487638,775,761,9,155,10,126,0,0,0,0,0,71,0,2,382,837,4,1,0,0,0,0,374,33,103,0,1,12,43024,0,47,1275,0,3,0,10,503,967,72,4,1268,493,317,123,0,0,20,86,54,30,22,0,0,1,1,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0
microsoft/Partner-Center-DotNet-Samples,166,1283,86,44790,9332,270,56,10,104,4,14,21,1,1,358,50,76,0,3,143,85,24,16,0,0,0,1,380,43,422,0,1,5,374,4,22,1283,0,4,0,62,0,1078,80,3,1180,292,393,97,0,3,0,1,215,36,8,0,0,1,1,17,17,937,0,34,1,55,178892,62,1,2,0,0,0,0,0,0,0
osisoft/OCS-Docs,7956,1275,9,8465432,8003652,1064,1006,10,145,11,126,73,36,8,243,423,71,0,2,382,837,4,1,0,0,0,0,374,33,103,0,1,12,43024,0,47,1275,0,3,0,10,503,967,72,4,1268,493,317,123,0,0,20,86,54,30,22,0,0,1,1,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0
microsoft/jschema-to-python,30,900,881,1139,321,38,11,3,89,3,7,3,10,2,39,12,6,0,1,3,15,7,9,0,0,0,0,89,45,180,0,2,6,50,3,1,900,0,1,0,12,0,2367,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0
FightPandemics/FightPandemics-android,653,669,350,164315,40885,252,63,12,71,5,31,16,33,5,121,57,11,0,1,128,202,45,75,0,0,0,0,306,32,454,0,2,12,2797,0,9,669,5,3,8,12,0,7705,11,2,1026,66,513,33,0,1,62,4,350,46,15,0,0,1,1,0,0,0,0,0,0,0,0,12,1,1,16,0.0584360532407407,0.0495428240740741,0.00889322916666667,0,6,0
qianqianjun/Educational-management,254,1083,849,941530,65321,3707,257,17,41,7,28,11,16,4,1536,218,26,0,3,20,15,3,0,0,0,0,1,321,12,50,0,1,3,5305,0,8,1083,0,1,0,87,0,1654,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,10,0,0,0,0,0,0,0
LF2L/Functional-Material-Design,145,1234,823,4106,3953,28,27,1,21,9,37,19,7,1,29,28,2,0,2,2,2,1,1,0,0,0,1,47,25,143,0,1,1,40479,0,1,1234,0,0,0,3,0,158,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0
next-step/blog,3,517,110,332,4,111,1,2,25,1,1,2,1,1,110,1,110,0,10,1381,483,1,202,0,0,0,2,143,34,178,0,4,15,527,0,101,517,0,0,0,79,0,3341,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2,13,0,0,0,0,0,0,0
obedottoc/Ex08,3,906,896,44,0,15,0,2,20,2,2,1,2,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3658,0,55,906,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
QuantConnect/Lean,12953,2609,1,6079065,2944324,469,227,7,144,7,42,100,80,16,261,165,2446,0,9,4982,6224,416,1715,0,0,0,0,459,46,1593,2,3,18,508878,15,21,2655,3,8,2,5944,0,9684,2492,6,1579,293,263,48,0,1,4,9,2751,51,8,0,0,1,1,8,8,0,1257,32,0,0,0,5944,2,23,160,0.717278862847222,0.507745225694444,0.209533637152778,0,19,0
Microsoft/vscode-languageserver-node,2289,2375,1,220379,130923,96,57,3,49,4,28,74,23,5,109,71,253,0,2,3607,879,33,448,0,0,0,4,334,53,825,0,1,6,6450,0,71,2375,0,6,6,935,0,23058,263,4,1763,15,440,3,0,5,1,2,647,51,4,0,0,1,1,0,0,0,0,0,0,0,0,935,1,8,0,0,0,0,0,0,0
Microsoft/vscode-languageserver-node,4156,2375,1,405424,243774,98,59,3,49,6,50,74,23,5,109,71,253,0,2,3607,879,33,448,0,0,0,4,334,53,825,0,1,6,6450,0,71,2375,0,6,6,935,0,23058,263,4,1763,15,440,3,0,5,1,2,647,51,4,0,0,1,1,0,0,0,0,0,0,0,0,935,1,8,0,0,0,0,0,0,0
MicrosoftDocs/DocsLegal-pr.nl-BE,33,1270,90,1399,393,42,12,2,32,1,3,9,2,2,52,12,3,0,1,18,14,0,0,0,0,0,1,2026,21,0,0,1,2,87,0,4,1270,0,1,0,2,0,104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
MicrosoftDocs/nav-content.nl-be,34,1717,93,57276,8407,1685,247,42,43,1,2,7,4,3,1684,247,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7769,0,6,1717,0,2,0,2,0,12751,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure/azure-event-hubs-for-kafka,295,1306,60,41856,2084,142,7,2,50,3,46,26,9,3,129,43,153,0,2,486,187,41,45,0,0,0,2,466,52,1972,0,1,4,2150,8,6,1306,0,7,0,156,0,11902,155,6,873,3,145,0,0,0,0,1,966,56,4,0,0,1,2,0,0,0,0,0,0,0,0,156,1,2,0,0,0,0,0,0,0
MicrosoftDocs/nav-content.nl-be,68,1717,93,114552,16814,1685,247,42,43,3,4,7,4,3,1684,247,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7769,0,6,1717,0,2,0,2,0,12751,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure/azure-event-hubs-for-kafka,590,1306,60,83712,4168,142,7,2,50,6,92,26,9,3,129,43,153,0,2,486,187,41,45,0,0,0,2,466,52,1972,0,1,4,2150,8,6,1306,0,7,0,156,0,11902,155,6,873,3,145,0,0,0,0,1,966,56,4,0,0,1,2,0,0,0,0,0,0,0,0,156,1,2,0,0,0,0,0,0,0
priyaprabhupai/cobol-programs,245,684,648,19241,1828,79,7,3,21,27,64,31,7,2,78,7,15,0,11,0,2,1,0,0,0,0,0,0,16,925,0,2,2,13744,0,2,684,0,2,0,2,0,0,15,1,1,0,1,0,0,0,0,1,1820,12,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Vizzuality/GeoCAT,786,4281,914,100337,58859,128,75,5,35,4,32,9,58,11,131,115,9,0,4,24,38,2,0,0,0,0,0,114,31,126,0,1,4,4051,0,7,4281,0,5,0,15,0,1047,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,530,40,0,0,0,15,1,5,0,0,0,0,0,0,0
Techtonica/keyboard-shortcuts-practice,348,1516,126,24686,9743,71,28,2,74,5,31,41,7,1,71,32,56,0,21,377,158,18,249,1,0,0,2,192,43,588,0,2,27,7893,11,12,1519,0,4,0,25,172,1993,56,4,42,34,10,8,0,0,0,1,4899,36,1,1,0,1,3,0,0,0,0,0,0,0,0,25,1,2,0,0,0,0,0,0,0
Azure-Samples/gaming-cognitive-services-text-translation,15,1089,393,1080,77,72,5,2,16,2,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,1089,0,1,0,2,0,1153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,313,0,52,1,44,9092,2,1,1,0,0,0,0,0,0,0
vogellacompany/gittraining-shared,48,4026,24,2693,909,56,19,4,62,4,29,8,3,1,123,77,9,0,2,677,28,0,1,0,0,0,24,458,19,280,0,2,9,283,0,37,3145,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0168865740740741,0.0155729166666667,0.00131365740740741,0,8,0
microsoft/dotnet-rbroker-framework,15,2588,2129,9089,473,606,32,27,29,2,3,2,4,1,1102,16,16,0,2,4,6,4,0,0,0,0,0,62,60,690,0,1,1,502,0,2,2588,0,2,0,7,0,2820,17,1,19,5,19,5,0,0,0,1,200,49,1,0,0,1,1,4,4,1312,402,5,2,164,277332,7,1,1,0,0,0,0,0,0,0
MicrosoftDocs/E2E_Mic_Transfer_Dynamic,2,1718,1718,528,0,264,0,5,112,2,2,1,2,1,264,0,2,0,1,12,1,1,0,0,0,0,12,704,15,0,0,1,1,9,0,3,1718,0,1,0,3,0,373,2,1,1,1,1,1,0,12,0,1,0,15,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
doubleencore/CocoaLumberjack,180,4336,1747,133037,15677,739,87,5,77,2,6,19,7,3,1011,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,0,4,3207,0,5,0,0,0,2719,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCSU-CS416F16/CS416F16CourseInfo,69,2357,1872,86695,9500,1256,138,35,30,2,8,1,63,21,1334,188,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666,0,1,2019,0,6,0,6,0,157,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0
wrideveloper/miniclass-web,347,1402,17,23644,8445,68,24,4,39,3,20,34,8,3,76,42,46,0,9,37,128,26,122,0,0,0,0,122,47,524,0,2,8,11081,5,18,1402,0,0,0,36,0,5139,49,7,943,53,134,7,0,0,2,2,9,41,2,0,0,1,2,0,0,0,0,0,0,0,0,36,1,1,0,0,0,0,0,0,0
Azure/DistributedDeepLearning,87,1308,1174,184039,23662,2115,272,4,37,6,18,0,0,0,0,0,10,0,1,2,9,0,0,0,0,0,0,26,37,443,0,1,2,619,7,9,1308,0,5,0,24,0,5062,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,2,0,0,0,0,0,0,0
MicrosoftDocs/OfficeDocs-Exchange-Test-pr.ru-ru,119,1409,816,655482,198009,5508,1664,53,60,3,18,13,6,2,2699,857,13,0,2,48,25,0,0,0,0,0,1,13728,29,8,0,1,2,16989,0,5,1409,0,1,0,4,0,373,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
MicrosoftDocs/office-developer-lync-silverlight-ref-dotnet,20,1412,79,89587,38,4479,2,32,63,2,5,6,2,1,11877,5907,3,0,1,11,7,1,0,0,0,0,1,12296,40,54,0,1,1,11296,0,3,1412,0,1,0,2,0,373,3,1,3,3,3,3,0,1,0,1,0,27,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
wildauwil/modul2,80,1808,1738,212,3,3,0,2,32,10,56,20,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,1809,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure-Samples/azure-devops-release-notes,16,1237,964,1262,159,79,10,3,22,3,10,4,3,1,123,44,23,0,1,4,4,1,0,0,0,0,1,67,41,1016,0,1,2,456,0,1,1237,0,1,0,56,0,8653,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,928,0,36,1,309,297776,56,1,4,0,0,0,0,0,0,0
tushar-rishav/code2pdf,68,2359,626,2361,1530,35,23,3,35,4,18,4,13,2,42,16,27,0,3,39,35,11,18,0,0,0,1,334,31,225,0,1,3,164,3,2,2359,0,2,0,332,0,2782,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,2,43,0,0,0,0,0,0,0
craftcommon/Worlk-Life-Balance,151,486,463,2013,97,13,1,2,48,11,77,32,2,1,12,0,2,0,1,75,82,5,0,0,0,0,0,25,22,14,0,5,48,147,0,100,486,0,1,0,0,0,31,2,5,1916,1,383,0,0,0,0,3,12,14,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MicrosoftDocs/microsoft-365-docs-pr.zh-TW,3061,1205,1,1134128,766426,371,250,20,25,4,27,0,0,0,0,0,3,0,1,2,2,2,0,0,0,0,1,1555,123,29,0,2,2,686907,0,6,1205,0,1,0,3,0,5107,3,2,6,6,3,3,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
microsoftgraph/msgraph-training-xamarin.de-DE,20,1047,29,19621,2426,981,121,10,23,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11222,0,4,1047,0,0,0,1,0,1324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
